flow,batch_id,decision_ms_median,total_ms_median,n,mode
loan_to_credit,16,1.212542999951438,11.611496499995155,200,segmentation_only
loan_to_credit,17,1.2756914999840774,11.797462499998801,200,segmentation_only
loan_to_credit,18,1.2596715000086078,11.69725950001066,200,segmentation_only
loan_to_credit,19,1.1503249999691434,11.60470199994279,200,segmentation_only
loan_to_credit,20,1.258324499929131,11.669842000003428,200,segmentation_only
loan_to_credit,21,1.268274499977906,11.676867500000299,200,segmentation_only
loan_to_credit,22,1.2255100000402308,11.70375399999557,200,segmentation_only
loan_to_credit,23,1.2555615000451326,11.686038999982884,200,segmentation_only
loan_to_credit,24,1.269493999984661,11.739654999928462,200,segmentation_only
loan_to_credit,25,1.2677994999990005,11.682483500010221,200,segmentation_only
loan_to_credit,26,1.211557999965862,11.593561499978478,200,segmentation_only
loan_to_credit,27,1.0228630000028716,11.323352000033537,200,segmentation_only
loan_to_credit,28,1.2426464999748532,11.680564000016602,200,segmentation_only
loan_to_credit,29,1.2703689999966628,11.761389499952202,200,segmentation_only
loan_to_credit,30,1.076005500010524,11.598295999988295,200,segmentation_only
loan_to_customer,1,1.242896999997356,10.009719500033043,200,segmentation_only
loan_to_customer,2,1.2568249999844738,10.032805500031827,200,segmentation_only
loan_to_customer,3,1.251486000001023,9.982783500049663,200,segmentation_only
loan_to_customer,4,1.2319249999563908,9.870820999992702,200,segmentation_only
loan_to_customer,5,1.261275499985004,10.034514499977831,200,segmentation_only
loan_to_customer,6,1.2329664999697343,10.01067800001465,200,segmentation_only
loan_to_customer,7,1.2386559999981728,10.007568999981231,200,segmentation_only
loan_to_customer,8,1.2405929999772525,9.890430499979175,200,segmentation_only
loan_to_customer,9,1.2466719999792986,10.017339500052458,200,segmentation_only
loan_to_customer,10,1.2434325000185709,10.00587449999557,200,segmentation_only
loan_to_customer,11,1.2522634999641014,10.034015499968518,200,segmentation_only
loan_to_customer,12,1.2267385000086506,10.097886999972161,200,segmentation_only
loan_to_customer,13,1.268077500014897,10.135192499944878,200,segmentation_only
loan_to_customer,14,1.2622550000287447,10.043845000041074,200,segmentation_only
loan_to_customer,15,1.2512495000009949,10.059174999980769,200,segmentation_only
loan_to_customer,16,1.2318295000000035,10.022796500038567,200,segmentation_only
loan_to_customer,17,1.2522544999455931,10.118922500055305,200,segmentation_only
